specificity,grower_id,season,activity,attribute,value,season_order
"by grower, season, activity",32,Fall,Preparing beds,attire_hat,1,3.0
"by grower, season, activity",32,Fall,Seeding,attire_hat,0,3.0
"by grower, season, activity",32,Fall,Transplanting,attire_hat,0,3.0
"by grower, season, activity",32,Fall,Watering,attire_hat,0,3.0
"by grower, season, activity",32,Fall,Weeding,attire_hat,0,3.0
"by grower, season, activity",32,Spring,Harvesting,attire_hat,0,1.0
"by grower, season, activity",32,Spring,Preparing beds,attire_hat,1,1.0
"by grower, season, activity",32,Spring,Seeding,attire_hat,1,1.0
"by grower, season, activity",32,Spring,Transplanting,attire_hat,1,1.0
"by grower, season, activity",32,Spring,Watering,attire_hat,0,1.0
"by grower, season, activity",32,Spring,Weeding,attire_hat,1,1.0
"by grower, season, activity",32,Winter,Harvesting,attire_hat,0,4.0
"by grower, season, activity",32,Winter,Preparing beds,attire_hat,0,4.0
"by grower, season, activity",32,Winter,Seeding,attire_hat,0,4.0
"by grower, season, activity",32,Winter,Transplanting,attire_hat,0,4.0
"by grower, season, activity",32,Winter,Watering,attire_hat,0,4.0
"by grower, season, activity",32,Winter,Weeding,attire_hat,0,4.0
"by grower, season, activity",33,Fall,Harvesting,attire_hat,1,3.0
"by grower, season, activity",33,Fall,Preparing beds,attire_hat,1,3.0
"by grower, season, activity",33,Fall,Seeding,attire_hat,1,3.0
"by grower, season, activity",33,Fall,Transplanting,attire_hat,0,3.0
"by grower, season, activity",33,Fall,Watering,attire_hat,0,3.0
"by grower, season, activity",33,Fall,Weeding,attire_hat,1,3.0
"by grower, season, activity",33,Winter,Harvesting,attire_hat,0,4.0
"by grower, season, activity",33,Winter,Preparing beds,attire_hat,0,4.0
"by grower, season, activity",33,Winter,Seeding,attire_hat,0,4.0
"by grower, season, activity",33,Winter,Transplanting,attire_hat,0,4.0
"by grower, season, activity",33,Winter,Watering,attire_hat,0,4.0
"by grower, season, activity",33,Winter,Weeding,attire_hat,0,4.0
"by grower, season, activity",34,Summer,Harvesting,attire_hat,0,2.0
"by grower, season, activity",34,Summer,Preparing beds,attire_hat,0,2.0
"by grower, season, activity",34,Summer,Seeding,attire_hat,0,2.0
"by grower, season, activity",34,Summer,Transplanting,attire_hat,0,2.0
"by grower, season, activity",34,Summer,Watering,attire_hat,0,2.0
"by grower, season, activity",34,Summer,Weeding,attire_hat,0,2.0
"by grower, season, activity",34,Winter,Harvesting,attire_hat,1,4.0
"by grower, season, activity",34,Winter,Preparing beds,attire_hat,0,4.0
"by grower, season, activity",34,Winter,Seeding,attire_hat,0,4.0
"by grower, season, activity",34,Winter,Transplanting,attire_hat,0,4.0
"by grower, season, activity",34,Winter,Watering,attire_hat,0,4.0
"by grower, season, activity",34,Winter,Weeding,attire_hat,0,4.0
"by grower, season, activity",35,Fall,Harvesting,attire_hat,0,3.0
"by grower, season, activity",35,Fall,Preparing beds,attire_hat,0,3.0
"by grower, season, activity",35,Fall,Seeding,attire_hat,0,3.0
"by grower, season, activity",35,Fall,Transplanting,attire_hat,0,3.0
"by grower, season, activity",35,Fall,Watering,attire_hat,0,3.0
"by grower, season, activity",35,Fall,Weeding,attire_hat,0,3.0
"by grower, season, activity",35,Summer,Harvesting,attire_hat,0,2.0
"by grower, season, activity",35,Summer,Preparing beds,attire_hat,0,2.0
"by grower, season, activity",35,Summer,Seeding,attire_hat,0,2.0
"by grower, season, activity",35,Summer,Transplanting,attire_hat,0,2.0
"by grower, season, activity",35,Summer,Watering,attire_hat,0,2.0
"by grower, season, activity",35,Summer,Weeding,attire_hat,0,2.0
"by grower, season, activity",35,Winter,Harvesting,attire_hat,0,4.0
"by grower, season, activity",35,Winter,Preparing beds,attire_hat,0,4.0
"by grower, season, activity",35,Winter,Seeding,attire_hat,0,4.0
"by grower, season, activity",35,Winter,Transplanting,attire_hat,0,4.0
"by grower, season, activity",35,Winter,Watering,attire_hat,0,4.0
"by grower, season, activity",35,Winter,Weeding,attire_hat,0,4.0
"by grower, season, activity",36,Summer,Harvesting,attire_hat,1,2.0
"by grower, season, activity",36,Summer,Preparing beds,attire_hat,0,2.0
"by grower, season, activity",36,Summer,Seeding,attire_hat,1,2.0
"by grower, season, activity",36,Summer,Transplanting,attire_hat,0,2.0
"by grower, season, activity",36,Summer,Watering,attire_hat,1,2.0
"by grower, season, activity",36,Summer,Weeding,attire_hat,1,2.0
"by grower, season, activity",37,Fall,Harvesting,attire_hat,0,3.0
"by grower, season, activity",37,Fall,Preparing beds,attire_hat,0,3.0
"by grower, season, activity",37,Fall,Seeding,attire_hat,1,3.0
"by grower, season, activity",37,Fall,Transplanting,attire_hat,0,3.0
"by grower, season, activity",37,Fall,Watering,attire_hat,0,3.0
"by grower, season, activity",37,Fall,Weeding,attire_hat,0,3.0
"by grower, season, activity",38,Fall,Harvesting,attire_hat,1,3.0
"by grower, season, activity",38,Fall,Preparing beds,attire_hat,1,3.0
"by grower, season, activity",38,Fall,Seeding,attire_hat,1,3.0
"by grower, season, activity",38,Fall,Transplanting,attire_hat,1,3.0
"by grower, season, activity",38,Fall,Watering,attire_hat,1,3.0
"by grower, season, activity",38,Fall,Weeding,attire_hat,1,3.0
"by grower, season, activity",38,Winter,Harvesting,attire_hat,1,4.0
"by grower, season, activity",38,Winter,Preparing beds,attire_hat,0,4.0
"by grower, season, activity",38,Winter,Seeding,attire_hat,1,4.0
"by grower, season, activity",38,Winter,Transplanting,attire_hat,0,4.0
"by grower, season, activity",38,Winter,Watering,attire_hat,1,4.0
"by grower, season, activity",38,Winter,Weeding,attire_hat,0,4.0
"by grower, season, activity",1,Fall,Harvesting,attire_long_pants,1,3.0
"by grower, season, activity",1,Fall,Preparing beds,attire_long_pants,1,3.0
"by grower, season, activity",1,Fall,Seeding,attire_long_pants,1,3.0
"by grower, season, activity",1,Fall,Transplanting,attire_long_pants,0,3.0
"by grower, season, activity",1,Fall,Watering,attire_long_pants,1,3.0
"by grower, season, activity",1,Fall,Weeding,attire_long_pants,0,3.0
"by grower, season, activity",1,Spring,Harvesting,attire_long_pants,1,1.0
"by grower, season, activity",1,Spring,Preparing beds,attire_long_pants,1,1.0
"by grower, season, activity",1,Spring,Seeding,attire_long_pants,1,1.0
"by grower, season, activity",1,Spring,Transplanting,attire_long_pants,1,1.0
"by grower, season, activity",1,Spring,Watering,attire_long_pants,1,1.0
"by grower, season, activity",1,Spring,Weeding,attire_long_pants,1,1.0
"by grower, season, activity",1,Summer,Harvesting,attire_long_pants,1,2.0
"by grower, season, activity",1,Summer,Preparing beds,attire_long_pants,1,2.0
"by grower, season, activity",1,Summer,Seeding,attire_long_pants,1,2.0
"by grower, season, activity",1,Summer,Transplanting,attire_long_pants,0,2.0
"by grower, season, activity",1,Summer,Watering,attire_long_pants,1,2.0
"by grower, season, activity",1,Summer,Weeding,attire_long_pants,0,2.0
"by grower, season, activity",1,Winter,Harvesting,attire_long_pants,0,4.0
"by grower, season, activity",1,Winter,Preparing beds,attire_long_pants,1,4.0
"by grower, season, activity",1,Winter,Seeding,attire_long_pants,1,4.0
"by grower, season, activity",1,Winter,Transplanting,attire_long_pants,0,4.0
"by grower, season, activity",1,Winter,Watering,attire_long_pants,1,4.0
"by grower, season, activity",1,Winter,Weeding,attire_long_pants,0,4.0
"by grower, season, activity",2,Fall,Harvesting,attire_long_pants,1,3.0
"by grower, season, activity",2,Fall,Preparing beds,attire_long_pants,1,3.0
"by grower, season, activity",2,Fall,Seeding,attire_long_pants,1,3.0
"by grower, season, activity",2,Fall,Transplanting,attire_long_pants,1,3.0
"by grower, season, activity",2,Fall,Watering,attire_long_pants,1,3.0
"by grower, season, activity",2,Fall,Weeding,attire_long_pants,1,3.0
"by grower, season, activity",2,Spring,Harvesting,attire_long_pants,1,1.0
"by grower, season, activity",2,Spring,Preparing beds,attire_long_pants,1,1.0
"by grower, season, activity",2,Spring,Seeding,attire_long_pants,1,1.0
"by grower, season, activity",2,Spring,Transplanting,attire_long_pants,1,1.0
"by grower, season, activity",2,Spring,Watering,attire_long_pants,1,1.0
"by grower, season, activity",2,Spring,Weeding,attire_long_pants,1,1.0
"by grower, season, activity",2,Summer,Harvesting,attire_long_pants,0,2.0
"by grower, season, activity",2,Summer,Preparing beds,attire_long_pants,0,2.0
"by grower, season, activity",2,Summer,Seeding,attire_long_pants,0,2.0
"by grower, season, activity",2,Summer,Transplanting,attire_long_pants,0,2.0
"by grower, season, activity",2,Summer,Watering,attire_long_pants,0,2.0
"by grower, season, activity",2,Summer,Weeding,attire_long_pants,0,2.0
"by grower, season, activity",2,Winter,Harvesting,attire_long_pants,1,4.0
"by grower, season, activity",2,Winter,Preparing beds,attire_long_pants,1,4.0
"by grower, season, activity",2,Winter,Seeding,attire_long_pants,1,4.0
"by grower, season, activity",2,Winter,Transplanting,attire_long_pants,1,4.0
"by grower, season, activity",2,Winter,Watering,attire_long_pants,1,4.0
"by grower, season, activity",2,Winter,Weeding,attire_long_pants,1,4.0
"by grower, season, activity",3,Spring,Harvesting,attire_long_pants,0,1.0
"by grower, season, activity",3,Spring,Preparing beds,attire_long_pants,1,1.0
"by grower, season, activity",3,Spring,Seeding,attire_long_pants,1,1.0
"by grower, season, activity",3,Spring,Transplanting,attire_long_pants,1,1.0
"by grower, season, activity",3,Spring,Watering,attire_long_pants,1,1.0
"by grower, season, activity",3,Spring,Weeding,attire_long_pants,0,1.0
"by grower, season, activity",3,Summer,Harvesting,attire_long_pants,1,2.0
"by grower, season, activity",3,Summer,Preparing beds,attire_long_pants,0,2.0
"by grower, season, activity",3,Summer,Seeding,attire_long_pants,1,2.0
"by grower, season, activity",3,Summer,Transplanting,attire_long_pants,1,2.0
"by grower, season, activity",3,Summer,Watering,attire_long_pants,0,2.0
"by grower, season, activity",3,Summer,Weeding,attire_long_pants,1,2.0
"by grower, season, activity",4,Fall,Harvesting,attire_long_pants,1,3.0
"by grower, season, activity",4,Fall,Preparing beds,attire_long_pants,1,3.0
"by grower, season, activity",4,Fall,Seeding,attire_long_pants,1,3.0
"by grower, season, activity",4,Fall,Transplanting,attire_long_pants,0,3.0
"by grower, season, activity",4,Fall,Watering,attire_long_pants,1,3.0
"by grower, season, activity",4,Fall,Weeding,attire_long_pants,1,3.0
"by grower, season, activity",4,Spring,Harvesting,attire_long_pants,0,1.0
"by grower, season, activity",4,Spring,Preparing beds,attire_long_pants,1,1.0
"by grower, season, activity",4,Spring,Seeding,attire_long_pants,1,1.0
"by grower, season, activity",4,Spring,Transplanting,attire_long_pants,1,1.0
"by grower, season, activity",4,Spring,Watering,attire_long_pants,1,1.0
"by grower, season, activity",4,Spring,Weeding,attire_long_pants,1,1.0
"by grower, season, activity",4,Winter,Harvesting,attire_long_pants,1,4.0
"by grower, season, activity",4,Winter,Preparing beds,attire_long_pants,0,4.0
"by grower, season, activity",4,Winter,Seeding,attire_long_pants,0,4.0
"by grower, season, activity",4,Winter,Transplanting,attire_long_pants,0,4.0
"by grower, season, activity",4,Winter,Watering,attire_long_pants,1,4.0
"by grower, season, activity",4,Winter,Weeding,attire_long_pants,1,4.0
"by grower, season, activity",5,Fall,Harvesting,attire_long_pants,1,3.0
"by grower, season, activity",5,Fall,Preparing beds,attire_long_pants,1,3.0
"by grower, season, activity",5,Fall,Seeding,attire_long_pants,0,3.0
"by grower, season, activity",5,Fall,Transplanting,attire_long_pants,1,3.0
"by grower, season, activity",5,Fall,Watering,attire_long_pants,1,3.0
"by grower, season, activity",5,Fall,Weeding,attire_long_pants,1,3.0
"by grower, season, activity",5,Spring,Harvesting,attire_long_pants,1,1.0
"by grower, season, activity",5,Spring,Preparing beds,attire_long_pants,1,1.0
"by grower, season, activity",5,Spring,Seeding,attire_long_pants,1,1.0
"by grower, season, activity",5,Spring,Transplanting,attire_long_pants,1,1.0
"by grower, season, activity",5,Spring,Watering,attire_long_pants,1,1.0
"by grower, season, activity",5,Spring,Weeding,attire_long_pants,1,1.0
"by grower, season, activity",5,Summer,Harvesting,attire_long_pants,0,2.0
"by grower, season, activity",5,Summer,Preparing beds,attire_long_pants,1,2.0
"by grower, season, activity",5,Summer,Seeding,attire_long_pants,0,2.0
"by grower, season, activity",5,Summer,Transplanting,attire_long_pants,0,2.0
"by grower, season, activity",5,Summer,Watering,attire_long_pants,1,2.0
"by grower, season, activity",5,Summer,Weeding,attire_long_pants,1,2.0
"by grower, season, activity",5,Winter,Harvesting,attire_long_pants,1,4.0
"by grower, season, activity",5,Winter,Preparing beds,attire_long_pants,0,4.0
"by grower, season, activity",5,Winter,Seeding,attire_long_pants,0,4.0
"by grower, season, activity",5,Winter,Transplanting,attire_long_pants,0,4.0
"by grower, season, activity",5,Winter,Watering,attire_long_pants,0,4.0
"by grower, season, activity",5,Winter,Weeding,attire_long_pants,0,4.0
"by grower, season, activity",6,Fall,Harvesting,attire_long_pants,1,3.0
"by grower, season, activity",6,Fall,Preparing beds,attire_long_pants,0,3.0
"by grower, season, activity",6,Fall,Seeding,attire_long_pants,0,3.0
"by grower, season, activity",6,Fall,Transplanting,attire_long_pants,0,3.0
"by grower, season, activity",6,Fall,Watering,attire_long_pants,0,3.0
"by grower, season, activity",6,Fall,Weeding,attire_long_pants,1,3.0
"by grower, season, activity",6,Spring,Harvesting,attire_long_pants,1,1.0
"by grower, season, activity",6,Spring,Preparing beds,attire_long_pants,1,1.0
"by grower, season, activity",6,Spring,Seeding,attire_long_pants,1,1.0
"by grower, season, activity",6,Spring,Transplanting,attire_long_pants,1,1.0
"by grower, season, activity",6,Spring,Watering,attire_long_pants,1,1.0
"by grower, season, activity",6,Spring,Weeding,attire_long_pants,1,1.0
"by grower, season, activity",6,Summer,Harvesting,attire_long_pants,0,2.0
"by grower, season, activity",6,Summer,Preparing beds,attire_long_pants,1,2.0
"by grower, season, activity",6,Summer,Seeding,attire_long_pants,0,2.0
"by grower, season, activity",6,Summer,Transplanting,attire_long_pants,0,2.0
"by grower, season, activity",6,Summer,Watering,attire_long_pants,0,2.0
"by grower, season, activity",6,Summer,Weeding,attire_long_pants,1,2.0
"by grower, season, activity",6,Winter,Harvesting,attire_long_pants,0,4.0
"by grower, season, activity",6,Winter,Preparing beds,attire_long_pants,0,4.0
"by grower, season, activity",6,Winter,Seeding,attire_long_pants,0,4.0
"by grower, season, activity",6,Winter,Transplanting,attire_long_pants,0,4.0
"by grower, season, activity",6,Winter,Watering,attire_long_pants,0,4.0
"by grower, season, activity",6,Winter,Weeding,attire_long_pants,0,4.0
"by grower, season, activity",7,Fall,Harvesting,attire_long_pants,1,3.0
"by grower, season, activity",7,Fall,Preparing beds,attire_long_pants,1,3.0
"by grower, season, activity",7,Fall,Seeding,attire_long_pants,1,3.0
"by grower, season, activity",7,Fall,Transplanting,attire_long_pants,1,3.0
"by grower, season, activity",7,Fall,Watering,attire_long_pants,1,3.0
"by grower, season, activity",7,Fall,Weeding,attire_long_pants,1,3.0
"by grower, season, activity",7,Spring,Harvesting,attire_long_pants,1,1.0
"by grower, season, activity",7,Spring,Preparing beds,attire_long_pants,1,1.0
"by grower, season, activity",7,Spring,Seeding,attire_long_pants,1,1.0
"by grower, season, activity",7,Spring,Transplanting,attire_long_pants,1,1.0
"by grower, season, activity",7,Spring,Watering,attire_long_pants,1,1.0
"by grower, season, activity",7,Spring,Weeding,attire_long_pants,1,1.0
"by grower, season, activity",7,Summer,Harvesting,attire_long_pants,1,2.0
"by grower, season, activity",7,Summer,Preparing beds,attire_long_pants,1,2.0
"by grower, season, activity",7,Summer,Seeding,attire_long_pants,1,2.0
"by grower, season, activity",7,Summer,Transplanting,attire_long_pants,1,2.0
"by grower, season, activity",7,Summer,Watering,attire_long_pants,1,2.0
"by grower, season, activity",7,Summer,Weeding,attire_long_pants,1,2.0
"by grower, season, activity",7,Winter,Harvesting,attire_long_pants,1,4.0
"by grower, season, activity",7,Winter,Preparing beds,attire_long_pants,1,4.0
"by grower, season, activity",7,Winter,Seeding,attire_long_pants,0,4.0
"by grower, season, activity",7,Winter,Transplanting,attire_long_pants,1,4.0
"by grower, season, activity",7,Winter,Watering,attire_long_pants,0,4.0
"by grower, season, activity",7,Winter,Weeding,attire_long_pants,1,4.0
"by grower, season, activity",8,Fall,Harvesting,attire_long_pants,1,3.0
"by grower, season, activity",8,Fall,Preparing beds,attire_long_pants,0,3.0
"by grower, season, activity",8,Fall,Seeding,attire_long_pants,0,3.0
"by grower, season, activity",8,Fall,Transplanting,attire_long_pants,0,3.0
"by grower, season, activity",8,Fall,Watering,attire_long_pants,1,3.0
"by grower, season, activity",8,Fall,Weeding,attire_long_pants,0,3.0
"by grower, season, activity",8,Spring,Harvesting,attire_long_pants,1,1.0
"by grower, season, activity",8,Spring,Preparing beds,attire_long_pants,1,1.0
"by grower, season, activity",8,Spring,Seeding,attire_long_pants,1,1.0
"by grower, season, activity",8,Spring,Transplanting,attire_long_pants,1,1.0
"by grower, season, activity",8,Spring,Watering,attire_long_pants,1,1.0
"by grower, season, activity",8,Spring,Weeding,attire_long_pants,1,1.0
"by grower, season, activity",8,Summer,Harvesting,attire_long_pants,0,2.0
"by grower, season, activity",8,Summer,Preparing beds,attire_long_pants,0,2.0
"by grower, season, activity",8,Summer,Seeding,attire_long_pants,0,2.0
"by grower, season, activity",8,Summer,Transplanting,attire_long_pants,0,2.0
"by grower, season, activity",8,Summer,Watering,attire_long_pants,0,2.0
"by grower, season, activity",8,Summer,Weeding,attire_long_pants,0,2.0
"by grower, season, activity",8,Winter,Harvesting,attire_long_pants,1,4.0
"by grower, season, activity",8,Winter,Preparing beds,attire_long_pants,0,4.0
"by grower, season, activity",8,Winter,Seeding,attire_long_pants,0,4.0
"by grower, season, activity",8,Winter,Transplanting,attire_long_pants,0,4.0
"by grower, season, activity",8,Winter,Watering,attire_long_pants,0,4.0
"by grower, season, activity",8,Winter,Weeding,attire_long_pants,0,4.0
"by grower, season, activity",9,Fall,Harvesting,attire_long_pants,1,3.0
"by grower, season, activity",9,Fall,Preparing beds,attire_long_pants,0,3.0
"by grower, season, activity",9,Fall,Seeding,attire_long_pants,0,3.0
"by grower, season, activity",9,Fall,Transplanting,attire_long_pants,0,3.0
"by grower, season, activity",9,Fall,Watering,attire_long_pants,0,3.0
"by grower, season, activity",9,Fall,Weeding,attire_long_pants,1,3.0
"by grower, season, activity",9,Spring,Harvesting,attire_long_pants,1,1.0
"by grower, season, activity",9,Spring,Preparing beds,attire_long_pants,1,1.0
"by grower, season, activity",9,Spring,Seeding,attire_long_pants,1,1.0
"by grower, season, activity",9,Spring,Transplanting,attire_long_pants,0,1.0
"by grower, season, activity",9,Spring,Watering,attire_long_pants,0,1.0
"by grower, season, activity",9,Spring,Weeding,attire_long_pants,1,1.0
"by grower, season, activity",9,Summer,Harvesting,attire_long_pants,0,2.0
"by grower, season, activity",9,Summer,Preparing beds,attire_long_pants,0,2.0
"by grower, season, activity",9,Summer,Seeding,attire_long_pants,0,2.0
"by grower, season, activity",9,Summer,Transplanting,attire_long_pants,0,2.0
"by grower, season, activity",9,Summer,Watering,attire_long_pants,0,2.0
"by grower, season, activity",9,Summer,Weeding,attire_long_pants,1,2.0
"by grower, season, activity",9,Winter,Harvesting,attire_long_pants,0,4.0
"by grower, season, activity",9,Winter,Preparing beds,attire_long_pants,0,4.0
"by grower, season, activity",9,Winter,Seeding,attire_long_pants,0,4.0
"by grower, season, activity",9,Winter,Transplanting,attire_long_pants,0,4.0
"by grower, season, activity",9,Winter,Watering,attire_long_pants,0,4.0
"by grower, season, activity",9,Winter,Weeding,attire_long_pants,0,4.0
"by grower, season, activity",10,Fall,Harvesting,attire_long_pants,1,3.0
"by grower, season, activity",10,Fall,Preparing beds,attire_long_pants,1,3.0
"by grower, season, activity",10,Fall,Seeding,attire_long_pants,1,3.0
"by grower, season, activity",10,Fall,Transplanting,attire_long_pants,1,3.0
"by grower, season, activity",10,Fall,Watering,attire_long_pants,1,3.0
"by grower, season, activity",10,Fall,Weeding,attire_long_pants,1,3.0
"by grower, season, activity",10,Spring,Harvesting,attire_long_pants,1,1.0
"by grower, season, activity",10,Spring,Preparing beds,attire_long_pants,1,1.0
"by grower, season, activity",10,Spring,Seeding,attire_long_pants,1,1.0
"by grower, season, activity",10,Spring,Transplanting,attire_long_pants,1,1.0
"by grower, season, activity",10,Spring,Watering,attire_long_pants,1,1.0
"by grower, season, activity",10,Spring,Weeding,attire_long_pants,1,1.0
"by grower, season, activity",10,Summer,Harvesting,attire_long_pants,0,2.0
"by grower, season, activity",10,Summer,Preparing beds,attire_long_pants,0,2.0
"by grower, season, activity",10,Summer,Seeding,attire_long_pants,0,2.0
"by grower, season, activity",10,Summer,Transplanting,attire_long_pants,0,2.0
"by grower, season, activity",10,Summer,Watering,attire_long_pants,0,2.0
"by grower, season, activity",10,Summer,Weeding,attire_long_pants,0,2.0
"by grower, season, activity",10,Winter,Harvesting,attire_long_pants,0,4.0
"by grower, season, activity",10,Winter,Preparing beds,attire_long_pants,1,4.0
"by grower, season, activity",10,Winter,Seeding,attire_long_pants,0,4.0
"by grower, season, activity",10,Winter,Transplanting,attire_long_pants,0,4.0
"by grower, season, activity",10,Winter,Watering,attire_long_pants,1,4.0
"by grower, season, activity",10,Winter,Weeding,attire_long_pants,1,4.0
"by grower, season, activity",11,Fall,Harvesting,attire_long_pants,1,3.0
"by grower, season, activity",11,Fall,Preparing beds,attire_long_pants,0,3.0
"by grower, season, activity",11,Fall,Seeding,attire_long_pants,0,3.0
"by grower, season, activity",11,Fall,Transplanting,attire_long_pants,0,3.0
"by grower, season, activity",11,Fall,Watering,attire_long_pants,0,3.0
"by grower, season, activity",11,Fall,Weeding,attire_long_pants,0,3.0
"by grower, season, activity",11,Spring,Harvesting,attire_long_pants,1,1.0
"by grower, season, activity",11,Spring,Preparing beds,attire_long_pants,1,1.0
"by grower, season, activity",11,Spring,Seeding,attire_long_pants,1,1.0
"by grower, season, activity",11,Spring,Transplanting,attire_long_pants,1,1.0
"by grower, season, activity",11,Spring,Watering,attire_long_pants,1,1.0
"by grower, season, activity",11,Spring,Weeding,attire_long_pants,1,1.0
"by grower, season, activity",11,Summer,Harvesting,attire_long_pants,0,2.0
"by grower, season, activity",11,Summer,Preparing beds,attire_long_pants,0,2.0
"by grower, season, activity",11,Summer,Seeding,attire_long_pants,0,2.0
"by grower, season, activity",11,Summer,Transplanting,attire_long_pants,0,2.0
"by grower, season, activity",11,Summer,Watering,attire_long_pants,0,2.0
"by grower, season, activity",11,Summer,Weeding,attire_long_pants,0,2.0
"by grower, season, activity",11,Winter,Harvesting,attire_long_pants,0,4.0
"by grower, season, activity",11,Winter,Preparing beds,attire_long_pants,0,4.0
"by grower, season, activity",11,Winter,Seeding,attire_long_pants,0,4.0
"by grower, season, activity",11,Winter,Transplanting,attire_long_pants,0,4.0
"by grower, season, activity",11,Winter,Watering,attire_long_pants,0,4.0
"by grower, season, activity",11,Winter,Weeding,attire_long_pants,0,4.0
"by grower, season, activity",12,Fall,Harvesting,attire_long_pants,1,3.0
"by grower, season, activity",12,Fall,Preparing beds,attire_long_pants,1,3.0
"by grower, season, activity",12,Fall,Seeding,attire_long_pants,1,3.0
"by grower, season, activity",12,Fall,Transplanting,attire_long_pants,0,3.0
"by grower, season, activity",12,Fall,Watering,attire_long_pants,0,3.0
"by grower, season, activity",12,Fall,Weeding,attire_long_pants,1,3.0
"by grower, season, activity",12,Spring,Harvesting,attire_long_pants,0,1.0
"by grower, season, activity",12,Spring,Preparing beds,attire_long_pants,0,1.0
"by grower, season, activity",12,Spring,Seeding,attire_long_pants,0,1.0
"by grower, season, activity",12,Spring,Transplanting,attire_long_pants,0,1.0
"by grower, season, activity",12,Spring,Watering,attire_long_pants,0,1.0
"by grower, season, activity",12,Spring,Weeding,attire_long_pants,0,1.0
"by grower, season, activity",12,Summer,Harvesting,attire_long_pants,0,2.0
"by grower, season, activity",12,Summer,Preparing beds,attire_long_pants,0,2.0
"by grower, season, activity",12,Summer,Seeding,attire_long_pants,0,2.0
"by grower, season, activity",12,Summer,Transplanting,attire_long_pants,0,2.0
"by grower, season, activity",12,Summer,Watering,attire_long_pants,0,2.0
"by grower, season, activity",12,Summer,Weeding,attire_long_pants,0,2.0
"by grower, season, activity",12,Winter,Harvesting,attire_long_pants,0,4.0
"by grower, season, activity",12,Winter,Preparing beds,attire_long_pants,1,4.0
"by grower, season, activity",12,Winter,Seeding,attire_long_pants,0,4.0
"by grower, season, activity",12,Winter,Transplanting,attire_long_pants,0,4.0
"by grower, season, activity",12,Winter,Watering,attire_long_pants,0,4.0
"by grower, season, activity",12,Winter,Weeding,attire_long_pants,0,4.0
"by grower, season, activity",13,Fall,Harvesting,attire_long_pants,1,3.0
"by grower, season, activity",13,Fall,Preparing beds,attire_long_pants,1,3.0
"by grower, season, activity",13,Fall,Seeding,attire_long_pants,1,3.0
"by grower, season, activity",13,Fall,Transplanting,attire_long_pants,0,3.0
"by grower, season, activity",13,Fall,Watering,attire_long_pants,0,3.0
"by grower, season, activity",13,Fall,Weeding,attire_long_pants,1,3.0
"by grower, season, activity",13,Spring,Harvesting,attire_long_pants,1,1.0
"by grower, season, activity",13,Spring,Preparing beds,attire_long_pants,1,1.0
"by grower, season, activity",13,Spring,Seeding,attire_long_pants,1,1.0
"by grower, season, activity",13,Spring,Transplanting,attire_long_pants,1,1.0
"by grower, season, activity",13,Spring,Watering,attire_long_pants,1,1.0
"by grower, season, activity",13,Spring,Weeding,attire_long_pants,1,1.0
"by grower, season, activity",13,Summer,Harvesting,attire_long_pants,1,2.0
"by grower, season, activity",13,Summer,Preparing beds,attire_long_pants,0,2.0
"by grower, season, activity",13,Summer,Seeding,attire_long_pants,0,2.0
"by grower, season, activity",13,Summer,Transplanting,attire_long_pants,0,2.0
"by grower, season, activity",13,Summer,Watering,attire_long_pants,1,2.0
"by grower, season, activity",13,Summer,Weeding,attire_long_pants,1,2.0
"by grower, season, activity",13,Winter,Harvesting,attire_long_pants,0,4.0
"by grower, season, activity",13,Winter,Preparing beds,attire_long_pants,0,4.0
"by grower, season, activity",13,Winter,Seeding,attire_long_pants,0,4.0
"by grower, season, activity",13,Winter,Transplanting,attire_long_pants,0,4.0
"by grower, season, activity",13,Winter,Watering,attire_long_pants,0,4.0
"by grower, season, activity",13,Winter,Weeding,attire_long_pants,0,4.0
"by grower, season, activity",14,Fall,Harvesting,attire_long_pants,1,3.0
"by grower, season, activity",14,Fall,Preparing beds,attire_long_pants,0,3.0
"by grower, season, activity",14,Fall,Seeding,attire_long_pants,0,3.0
"by grower, season, activity",14,Fall,Transplanting,attire_long_pants,1,3.0
"by grower, season, activity",14,Fall,Watering,attire_long_pants,1,3.0
"by grower, season, activity",14,Fall,Weeding,attire_long_pants,1,3.0
"by grower, season, activity",14,Spring,Harvesting,attire_long_pants,1,1.0
"by grower, season, activity",14,Spring,Preparing beds,attire_long_pants,1,1.0
"by grower, season, activity",14,Spring,Seeding,attire_long_pants,1,1.0
"by grower, season, activity",14,Spring,Transplanting,attire_long_pants,1,1.0
"by grower, season, activity",14,Spring,Watering,attire_long_pants,1,1.0
"by grower, season, activity",14,Spring,Weeding,attire_long_pants,1,1.0
"by grower, season, activity",14,Summer,Harvesting,attire_long_pants,1,2.0
"by grower, season, activity",14,Summer,Preparing beds,attire_long_pants,0,2.0
"by grower, season, activity",14,Summer,Seeding,attire_long_pants,1,2.0
"by grower, season, activity",14,Summer,Transplanting,attire_long_pants,1,2.0
"by grower, season, activity",14,Summer,Watering,attire_long_pants,1,2.0
"by grower, season, activity",14,Summer,Weeding,attire_long_pants,1,2.0
"by grower, season, activity",14,Winter,Harvesting,attire_long_pants,1,4.0
"by grower, season, activity",14,Winter,Preparing beds,attire_long_pants,0,4.0
"by grower, season, activity",14,Winter,Seeding,attire_long_pants,0,4.0
