grower_id,season,activity,attire_close_toed_shoes,attire_hat,attire_long_pants,attire_long_sleeves,attire_other,attire_sandals,attire_short_sleeves,attire_shorts,contact_%,days_per_month_by_activity,gloves_%,hours_per_day_by_activity,orient_bending_over,orient_kneeling,orient_other,orient_sitting,orient_standing,wash_freq,hours_per_month_by_activity,specificity
10,Fall,Seeding,1,1,1,0,1,0,1,0,95.0,1.0,95.0,1.5,1,1,0,1,1,,1.5,"by grower, season, activity"
10,Fall,Transplanting,1,1,1,0,0,0,1,0,95.0,1.0,95.0,1.5,1,1,0,0,1,,1.5,"by grower, season, activity"
10,Fall,Watering,1,1,1,1,0,0,1,0,10.0,10.0,,1.5,1,1,0,0,1,,15.0,"by grower, season, activity"
10,Fall,Weeding,1,1,1,1,1,0,1,0,95.0,3.0,90.0,1.0,1,1,0,1,1,,3.0,"by grower, season, activity"
10,Spring,Harvesting,1,1,1,0,0,0,1,0,0.0,5.0,,1.0,1,1,0,0,0,,5.0,"by grower, season, activity"
10,Spring,Preparing beds,1,1,1,1,0,0,1,0,100.0,5.0,100.0,1.5,1,1,0,1,1,,7.5,"by grower, season, activity"
10,Spring,Seeding,1,1,1,1,0,0,1,0,100.0,1.0,80.0,1.5,1,1,0,1,1,,1.5,"by grower, season, activity"
10,Spring,Transplanting,1,1,1,1,0,0,1,0,100.0,1.0,100.0,1.5,1,1,0,1,1,,1.5,"by grower, season, activity"
10,Spring,Watering,1,1,1,1,0,0,1,0,10.0,12.0,,1.0,0,0,0,0,1,100.0,12.0,"by grower, season, activity"
10,Spring,Weeding,1,1,1,1,0,0,1,0,100.0,3.5,100.0,1.0,1,1,0,1,1,,3.5,"by grower, season, activity"
10,Summer,Harvesting,1,1,0,0,1,0,1,1,100.0,3.0,95.0,0.25,1,1,0,1,1,,0.75,"by grower, season, activity"
10,Summer,Preparing beds,1,1,0,0,1,0,1,1,100.0,2.0,99.0,1.0,1,1,0,1,1,5.0,2.0,"by grower, season, activity"
10,Summer,Seeding,1,1,0,0,1,0,1,1,100.0,1.0,95.0,1.0,1,1,0,1,1,,1.0,"by grower, season, activity"
10,Summer,Transplanting,1,1,0,0,1,0,1,1,100.0,1.0,100.0,0.5,1,1,0,1,1,,0.5,"by grower, season, activity"
10,Summer,Watering,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
10,Summer,Weeding,1,1,0,0,1,0,1,1,95.0,5.0,99.0,1.25,1,1,0,1,1,,6.25,"by grower, season, activity"
10,Winter,Harvesting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
10,Winter,Preparing beds,1,1,1,1,0,0,0,0,25.0,2.0,100.0,0.5,1,0,0,0,1,100.0,1.0,"by grower, season, activity"
10,Winter,Seeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
10,Winter,Transplanting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
10,Winter,Watering,1,1,1,1,0,0,0,0,0.0,5.0,100.0,0.5,1,0,0,0,1,100.0,2.5,"by grower, season, activity"
10,Winter,Weeding,1,1,1,1,0,0,0,0,100.0,1.0,100.0,0.5,1,1,0,1,1,100.0,0.5,"by grower, season, activity"
11,Fall,Harvesting,1,1,1,1,1,0,0,0,33.0,6.0,100.0,2.0,1,0,1,0,0,,12.0,"by grower, season, activity"
11,Fall,Preparing beds,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
11,Fall,Seeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
11,Fall,Transplanting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
11,Fall,Watering,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
11,Fall,Weeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
11,Spring,Harvesting,1,1,1,1,1,0,1,0,95.0,4.0,100.0,1.0,1,0,0,0,0,,4.0,"by grower, season, activity"
11,Spring,Preparing beds,1,1,1,1,0,0,1,0,0.0,5.0,100.0,6.0,0,0,1,0,1,,30.0,"by grower, season, activity"
11,Spring,Seeding,1,1,1,1,1,0,1,0,0.0,1.0,75.0,2.0,1,0,0,0,1,,2.0,"by grower, season, activity"
11,Spring,Transplanting,1,1,1,1,1,0,1,0,100.0,2.0,100.0,3.0,1,1,0,0,0,,6.0,"by grower, season, activity"
11,Spring,Watering,1,1,1,1,1,0,1,0,0.0,30.0,25.0,1.0,0,0,1,0,1,,30.0,"by grower, season, activity"
11,Spring,Weeding,1,1,1,1,1,0,1,0,80.0,4.0,100.0,0.5,1,0,0,0,0,,2.0,"by grower, season, activity"
11,Summer,Harvesting,0,1,0,0,1,1,1,1,10.0,24.0,100.0,3.0,1,1,0,0,1,85.0,72.0,"by grower, season, activity"
11,Summer,Preparing beds,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
11,Summer,Seeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
11,Summer,Transplanting,0,1,0,0,1,1,1,1,100.0,2.0,100.0,1.0,0,1,1,0,0,,2.0,"by grower, season, activity"
11,Summer,Watering,0,1,0,0,1,1,1,1,0.0,30.0,10.0,0.5,0,0,0,0,1,,15.0,"by grower, season, activity"
11,Summer,Weeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
11,Winter,Harvesting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
11,Winter,Preparing beds,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
11,Winter,Seeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
11,Winter,Transplanting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
11,Winter,Watering,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
11,Winter,Weeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
12,Fall,Harvesting,1,0,1,1,0,0,1,1,10.0,25.0,,0.333333333,1,0,0,0,0,,8.333333325,"by grower, season, activity"
12,Fall,Preparing beds,1,0,1,1,0,0,1,1,30.0,4.5,25.0,6.0,1,1,0,1,1,20.0,27.0,"by grower, season, activity"
12,Fall,Seeding,1,0,1,1,0,0,0,1,70.0,2.0,,1.5,1,1,0,1,1,,3.0,"by grower, season, activity"
12,Fall,Transplanting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
12,Fall,Watering,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
12,Fall,Weeding,1,0,1,1,0,0,1,1,5.0,4.0,,3.0,1,1,0,1,1,,12.0,"by grower, season, activity"
12,Spring,Harvesting,1,1,0,1,0,0,0,1,5.0,8.0,,3.5,1,0,0,0,1,,28.0,"by grower, season, activity"
12,Spring,Preparing beds,1,1,0,1,1,0,0,1,20.0,5.0,75.0,6.0,1,1,0,1,1,,30.0,"by grower, season, activity"
12,Spring,Seeding,1,1,0,1,0,0,0,1,20.0,3.0,,4.0,1,0,0,0,1,,12.0,"by grower, season, activity"
12,Spring,Transplanting,1,1,0,1,0,0,0,1,100.0,23.0,,5.0,1,1,0,1,1,,115.0,"by grower, season, activity"
12,Spring,Watering,1,1,0,1,0,0,0,1,0.0,10.0,,8.0,1,0,1,0,0,,80.0,"by grower, season, activity"
12,Spring,Weeding,1,1,0,1,0,0,0,1,75.0,5.0,,4.0,1,1,0,1,1,,20.0,"by grower, season, activity"
12,Summer,Harvesting,1,1,0,1,0,0,0,1,25.0,8.0,25.0,4.5,1,0,0,0,1,75.0,36.0,"by grower, season, activity"
12,Summer,Preparing beds,1,1,0,1,0,0,0,1,0.0,2.5,,3.0,0,0,0,0,1,50.0,7.5,"by grower, season, activity"
12,Summer,Seeding,1,1,0,1,0,0,0,1,0.0,1.0,,2.0,0,0,0,0,1,,2.0,"by grower, season, activity"
12,Summer,Transplanting,1,1,0,1,0,0,0,1,75.0,2.0,,4.0,1,0,0,0,1,,8.0,"by grower, season, activity"
12,Summer,Watering,1,1,0,1,0,0,0,1,0.0,15.0,,4.0,0,0,1,0,1,,60.0,"by grower, season, activity"
12,Summer,Weeding,1,1,0,1,0,0,0,1,75.0,15.0,80.0,4.5,1,1,0,0,1,20.0,67.5,"by grower, season, activity"
12,Winter,Harvesting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
12,Winter,Preparing beds,1,1,1,1,0,0,0,0,30.0,7.0,100.0,7.0,0,0,0,0,1,,49.0,"by grower, season, activity"
12,Winter,Seeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
12,Winter,Transplanting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
12,Winter,Watering,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
12,Winter,Weeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
13,Fall,Harvesting,1,1,1,1,0,0,1,0,33.0,4.0,,0.25,0,0,1,0,1,50.0,1.0,"by grower, season, activity"
13,Fall,Preparing beds,1,1,1,1,0,0,1,0,25.0,2.0,,0.166666,0,1,1,0,0,100.0,0.333332,"by grower, season, activity"
13,Fall,Seeding,1,0,1,1,0,0,1,0,0.0,1.0,,0.016666667,0,0,0,0,1,,0.016666667,"by grower, season, activity"
13,Fall,Transplanting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
13,Fall,Watering,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
13,Fall,Weeding,1,1,1,1,0,0,1,0,25.0,1.0,,0.083333333,0,0,1,0,0,,0.083333333,"by grower, season, activity"
13,Spring,Harvesting,1,0,1,0,0,0,1,0,10.0,5.0,,0.25,0,0,1,0,0,100.0,1.25,"by grower, season, activity"
13,Spring,Preparing beds,1,1,1,0,0,0,1,0,50.0,1.0,10.0,2.0,0,1,0,0,1,,2.0,"by grower, season, activity"
13,Spring,Seeding,1,0,1,0,0,0,1,0,21.0,1.0,,0.25,0,1,0,0,0,90.0,0.25,"by grower, season, activity"
13,Spring,Transplanting,1,0,1,0,0,0,1,0,20.0,1.0,,1.0,0,1,0,0,0,100.0,1.0,"by grower, season, activity"
13,Spring,Watering,1,0,1,0,0,0,1,0,0.0,6.0,,0.5,0,1,1,0,1,80.0,3.0,"by grower, season, activity"
13,Spring,Weeding,1,0,1,0,0,0,1,0,67.0,2.0,20.0,0.25,1,1,1,0,1,80.0,0.5,"by grower, season, activity"
13,Summer,Harvesting,1,1,1,0,0,0,1,0,0.0,7.0,,10.0,1,0,1,1,0,,70.0,"by grower, season, activity"
13,Summer,Preparing beds,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
13,Summer,Seeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
13,Summer,Transplanting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
13,Summer,Watering,1,1,1,0,0,0,1,0,0.0,10.0,,0.333,0,0,0,0,1,,3.33,"by grower, season, activity"
13,Summer,Weeding,1,1,1,0,0,0,1,0,10.0,2.0,,0.3,0,1,1,0,0,33.0,0.6,"by grower, season, activity"
13,Winter,Harvesting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
13,Winter,Preparing beds,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
13,Winter,Seeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
13,Winter,Transplanting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
13,Winter,Watering,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
13,Winter,Weeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
14,Fall,Harvesting,1,1,1,1,0,0,0,0,25.0,8.0,50.0,2.0,1,1,0,0,0,75.0,16.0,"by grower, season, activity"
14,Fall,Preparing beds,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
14,Fall,Seeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
14,Fall,Transplanting,1,1,1,1,0,0,0,0,100.0,1.0,100.0,0.5,0,1,0,0,0,100.0,0.5,"by grower, season, activity"
14,Fall,Watering,1,1,1,1,0,0,0,0,10.0,3.0,50.0,0.5,0,0,0,0,1,20.0,1.5,"by grower, season, activity"
14,Fall,Weeding,1,1,1,1,0,0,0,0,50.0,2.0,75.0,1.0,1,1,0,0,0,50.0,2.0,"by grower, season, activity"
14,Spring,Harvesting,1,1,1,1,0,0,0,0,50.0,12.0,50.0,2.0,1,1,1,0,0,50.0,24.0,"by grower, season, activity"
14,Spring,Preparing beds,1,1,1,1,0,0,0,0,50.0,6.0,50.0,2.0,1,0,0,0,1,50.0,12.0,"by grower, season, activity"
14,Spring,Seeding,1,1,1,1,0,0,0,0,15.0,6.0,25.0,0.5,0,0,0,1,1,,3.0,"by grower, season, activity"
14,Spring,Transplanting,1,1,1,1,0,0,0,0,85.0,6.0,75.0,1.0,0,1,0,0,0,75.0,6.0,"by grower, season, activity"
14,Spring,Watering,1,1,1,1,0,0,0,0,15.0,29.0,25.0,2.0,0,0,0,0,1,,58.0,"by grower, season, activity"
14,Spring,Weeding,1,1,1,1,0,0,0,0,25.0,20.0,50.0,0.5,1,0,1,0,1,76.0,10.0,"by grower, season, activity"
14,Summer,Harvesting,1,1,1,0,0,0,1,0,10.0,8.0,,1.0,1,1,0,0,1,75.0,8.0,"by grower, season, activity"
14,Summer,Preparing beds,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
14,Summer,Seeding,1,1,1,0,0,0,1,0,75.0,1.0,,1.0,0,0,0,0,1,100.0,1.0,"by grower, season, activity"
14,Summer,Transplanting,1,1,1,0,0,0,1,0,75.0,2.0,,0.5,0,1,0,0,0,50.0,1.0,"by grower, season, activity"
14,Summer,Watering,1,1,1,0,0,0,1,0,10.0,10.0,,1.0,1,1,0,0,1,,10.0,"by grower, season, activity"
14,Summer,Weeding,1,1,1,0,0,0,1,0,90.0,10.0,,0.5,1,1,0,0,0,75.0,5.0,"by grower, season, activity"
14,Winter,Harvesting,1,1,1,1,0,0,0,0,0.0,2.0,,0.25,1,0,0,0,0,75.0,0.5,"by grower, season, activity"
14,Winter,Preparing beds,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
14,Winter,Seeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
14,Winter,Transplanting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
14,Winter,Watering,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
14,Winter,Weeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
15,Fall,Harvesting,1,1,1,1,0,0,1,1,100.0,10.0,,6.0,0,0,1,0,0,30.0,60.0,"by grower, season, activity"
15,Fall,Preparing beds,1,1,1,1,0,0,1,1,2.0,8.0,3.0,5.5,0,0,1,0,0,25.0,44.0,"by grower, season, activity"
15,Fall,Seeding,0,0,1,1,0,0,0,0,,8.0,3.0,5.5,0,0,1,0,0,,44.0,"by grower, season, activity"
15,Fall,Transplanting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
15,Fall,Watering,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
15,Fall,Weeding,1,1,1,1,0,0,0,1,0.0,3.0,100.0,4.0,0,0,1,0,0,100.0,12.0,"by grower, season, activity"
15,Spring,Harvesting,1,1,1,0,0,0,1,1,10.0,2.0,8.0,6.0,0,0,1,0,0,85.0,12.0,"by grower, season, activity"
15,Spring,Preparing beds,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
15,Spring,Seeding,1,1,1,1,1,0,1,1,2.0,15.0,,8.0,0,0,1,0,0,90.0,120.0,"by grower, season, activity"
15,Spring,Transplanting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
15,Spring,Watering,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
15,Spring,Weeding,1,1,1,1,1,0,1,1,0.0,4.0,100.0,4.0,0,0,1,0,0,100.0,16.0,"by grower, season, activity"
15,Summer,Harvesting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
15,Summer,Preparing beds,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
15,Summer,Seeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
15,Summer,Transplanting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
15,Summer,Watering,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
15,Summer,Weeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
15,Winter,Harvesting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
15,Winter,Preparing beds,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
15,Winter,Seeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
15,Winter,Transplanting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
15,Winter,Watering,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
15,Winter,Weeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
16,Fall,Harvesting,1,0,1,1,0,0,1,0,50.0,8.0,,4.5,1,1,0,1,1,100.0,36.0,"by grower, season, activity"
16,Fall,Preparing beds,1,1,1,1,0,0,0,0,20.0,5.0,,3.5,1,1,0,1,1,50.0,17.5,"by grower, season, activity"
16,Fall,Seeding,1,0,1,1,1,0,1,0,50.0,3.0,,1.0,1,1,0,1,1,50.0,3.0,"by grower, season, activity"
16,Fall,Transplanting,1,0,1,1,0,0,1,0,80.0,3.0,,2.0,1,1,0,1,0,50.0,6.0,"by grower, season, activity"
16,Fall,Watering,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
16,Fall,Weeding,1,0,1,1,0,0,1,0,50.0,2.0,,2.0,1,1,0,1,1,50.0,4.0,"by grower, season, activity"
16,Spring,Harvesting,1,1,1,0,1,1,1,0,50.0,9.0,80.0,8.5,1,1,0,1,1,100.0,76.5,"by grower, season, activity"
16,Spring,Preparing beds,1,1,1,0,1,1,1,1,15.0,10.0,,3.0,0,0,0,0,1,50.0,30.0,"by grower, season, activity"
16,Spring,Seeding,1,1,1,0,1,1,1,0,70.0,5.0,,1.0,0,1,0,0,1,50.0,5.0,"by grower, season, activity"
16,Spring,Transplanting,1,1,1,0,0,0,1,0,100.0,7.0,,4.0,1,1,0,1,0,50.0,28.0,"by grower, season, activity"
16,Spring,Watering,1,1,1,0,1,1,1,0,0.0,25.0,,0.5,0,0,0,0,1,,12.5,"by grower, season, activity"
16,Spring,Weeding,1,1,1,0,1,1,1,1,50.0,10.0,,2.0,1,1,0,1,1,50.0,20.0,"by grower, season, activity"
16,Summer,Harvesting,1,1,0,0,1,1,1,1,50.0,15.0,50.0,6.0,1,1,0,1,1,100.0,90.0,"by grower, season, activity"
16,Summer,Preparing beds,1,1,0,0,1,1,1,1,25.0,5.0,,5.0,1,0,0,0,1,50.0,25.0,"by grower, season, activity"
16,Summer,Seeding,1,1,0,0,1,1,1,1,0.0,2.0,,1.0,0,0,0,0,1,,2.0,"by grower, season, activity"
16,Summer,Transplanting,1,1,0,0,1,1,1,1,100.0,5.0,20.0,3.0,0,1,0,1,0,50.0,15.0,"by grower, season, activity"
16,Summer,Watering,1,1,0,0,1,1,1,1,0.0,20.0,,3.0,0,0,1,0,1,,60.0,"by grower, season, activity"
16,Summer,Weeding,1,1,0,0,1,0,1,1,75.0,10.0,26.0,2.0,1,1,0,1,1,50.0,20.0,"by grower, season, activity"
16,Winter,Harvesting,1,1,1,1,0,0,0,0,80.0,6.0,,0.333333,1,1,0,0,0,100.0,1.999998,"by grower, season, activity"
16,Winter,Preparing beds,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
16,Winter,Seeding,1,1,1,1,0,0,0,0,100.0,4.0,,2.0,0,0,0,1,0,100.0,8.0,"by grower, season, activity"
16,Winter,Transplanting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
16,Winter,Watering,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
16,Winter,Weeding,1,1,1,1,0,0,0,0,80.0,1.0,100.0,2.0,1,1,0,1,1,100.0,2.0,"by grower, season, activity"
17,Fall,Harvesting,1,0,1,1,0,0,0,0,10.0,2.0,10.0,0.75,1,0,0,0,0,80.0,1.5,"by grower, season, activity"
17,Fall,Preparing beds,1,0,1,1,0,0,0,0,50.0,4.0,,0.5,1,1,0,0,1,75.0,2.0,"by grower, season, activity"
17,Fall,Seeding,1,0,1,1,0,0,0,0,80.0,1.0,,1.0,0,1,0,0,0,100.0,1.0,"by grower, season, activity"
17,Fall,Transplanting,1,0,1,1,0,0,0,0,80.0,1.0,,1.5,0,1,0,0,0,100.0,1.5,"by grower, season, activity"
17,Fall,Watering,1,0,1,1,0,0,0,0,0.0,1.0,,0.75,0,0,0,0,1,,0.75,"by grower, season, activity"
17,Fall,Weeding,1,0,1,1,0,0,0,0,95.0,1.0,,1.5,0,1,0,1,0,100.0,1.5,"by grower, season, activity"
17,Spring,Harvesting,1,0,1,1,0,0,0,1,70.0,24.0,,0.5,1,0,0,0,0,100.0,12.0,"by grower, season, activity"
17,Spring,Preparing beds,0,1,1,1,1,1,0,1,90.0,3.0,80.0,3.0,1,1,0,0,0,100.0,9.0,"by grower, season, activity"
17,Spring,Seeding,0,1,0,1,0,1,0,1,100.0,22.0,50.0,1.0,0,1,0,0,0,100.0,22.0,"by grower, season, activity"
17,Spring,Transplanting,0,1,0,1,0,1,0,1,100.0,5.0,50.0,1.0,0,1,0,0,0,100.0,5.0,"by grower, season, activity"
17,Spring,Watering,0,0,1,1,0,1,1,0,10.0,26.0,,0.5,0,0,0,0,1,100.0,13.0,"by grower, season, activity"
17,Spring,Weeding,1,1,1,0,0,1,1,0,100.0,16.0,60.0,2.0,0,1,0,1,0,100.0,32.0,"by grower, season, activity"
17,Summer,Harvesting,0,1,0,0,0,1,1,1,20.0,15.0,,0.5,1,0,0,0,0,100.0,7.5,"by grower, season, activity"
17,Summer,Preparing beds,0,1,0,0,0,1,1,1,95.0,4.0,50.0,2.5,1,1,0,0,1,90.0,10.0,"by grower, season, activity"
17,Summer,Seeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
17,Summer,Transplanting,0,1,0,0,0,1,1,1,100.0,2.0,40.0,1.0,0,1,0,0,0,100.0,2.0,"by grower, season, activity"
17,Summer,Watering,0,1,0,0,0,1,1,1,5.0,5.0,1.0,0.5,0,0,0,0,1,,2.5,"by grower, season, activity"
17,Summer,Weeding,0,1,1,0,0,1,1,1,100.0,25.0,30.0,1.0,1,0,0,1,0,100.0,25.0,"by grower, season, activity"
17,Winter,Harvesting,1,1,1,1,0,0,0,0,25.0,3.0,100.0,0.5,0,1,0,0,0,,1.5,"by grower, season, activity"
17,Winter,Preparing beds,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
17,Winter,Seeding,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
17,Winter,Transplanting,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
17,Winter,Watering,0,0,0,0,0,0,0,0,,0.0,,0.0,0,0,0,0,0,,0.0,"by grower, season, activity"
17,Winter,Weeding,1,1,1,1,0,0,0,0,50.0,1.0,,0.25,1,0,0,0,0,100.0,0.25,"by grower, season, activity"
18,Spring,Harvesting,1,0,1,0,1,0,1,1,5.0,2.0,,1.5,1,1,0,0,1,100.0,3.0,"by grower, season, activity"
18,Spring,Preparing beds,1,0,1,0,1,0,1,1,10.0,15.0,30.0,2.0,1,0,0,0,1,,30.0,"by grower, season, activity"
18,Spring,Seeding,1,0,0,0,0,0,1,1,70.0,4.0,,1.0,1,0,0,0,1,,4.0,"by grower, season, activity"
18,Spring,Transplanting,1,0,1,0,0,0,1,1,100.0,15.0,,2.0,0,1,0,0,0,66.0,30.0,"by grower, season, activity"
18,Spring,Watering,0,0,1,0,1,0,1,1,5.0,25.0,,0.3,0,0,0,0,1,95.0,7.5,"by grower, season, activity"
18,Spring,Weeding,1,0,1,1,1,0,1,1,50.0,8.0,70.0,1.0,1,1,0,0,1,50.0,8.0,"by grower, season, activity"
18,Summer,Harvesting,1,0,0,0,0,0,1,1,5.0,17.0,,2.0,1,1,0,0,1,100.0,34.0,"by grower, season, activity"
18,Summer,Preparing beds,1,0,0,0,0,0,1,1,20.0,5.0,30.0,2.0,1,0,0,0,1,50.0,10.0,"by grower, season, activity"
18,Summer,Seeding,1,0,0,0,0,0,1,1,100.0,2.0,,1.0,1,0,0,0,0,50.0,2.0,"by grower, season, activity"
18,Summer,Transplanting,1,0,0,0,0,0,1,1,100.0,5.0,,2.0,0,1,0,0,0,50.0,10.0,"by grower, season, activity"
18,Summer,Watering,1,0,0,0,1,0,1,1,5.0,15.0,,0.25,0,0,0,0,1,80.0,3.75,"by grower, season, activity"
18,Summer,Weeding,1,0,0,0,0,0,1,1,50.0,10.0,20.0,0.5,1,1,0,0,1,70.0,5.0,"by grower, season, activity"
18,Winter,Harvesting,1,1,1,1,0,0,0,0,30.0,3.0,,0.1666,1,0,0,0,0,100.0,0.4998,"by grower, season, activity"
18,Winter,Preparing beds,1,1,1,1,0,0,0,0,30.0,2.0,,1.0,1,0,0,0,1,100.0,2.0,"by grower, season, activity"
