season,attribute,n,mean,std,min,5%,25%,50%,75%,95%,max,specificity,grower_data,activity,season_order
Spring,ef_method_3_outdoor,5000.0,0.2117309113300493,0.1335213510339879,0.021551724137931,0.0759441707717569,0.1252052545155993,0.1751505199781062,0.25622605363984674,0.5295908593322388,1.0830596606458676,"by grower, season",simulated,n/a,1
Summer,ef_method_3_outdoor,5000.0,0.157389506622879,0.09298724362489327,0.0,0.0396825396825396,0.0868910782703886,0.1416256157635468,0.20833326491516144,0.3338806787082649,0.6174740010946907,"by grower, season",simulated,n/a,2
Fall,ef_method_3_outdoor,5000.0,0.09563118792844305,0.0659166492651692,0.0003420908593322,0.01960750342090857,0.0499452654625068,0.0800492610837438,0.1217843459222769,0.2339901477832512,0.4652435686918446,"by grower, season",simulated,n/a,3
Winter,ef_method_3_outdoor,5000.0,0.03941152597405305,0.04542769573008701,0.0,0.0,0.0085522714696223,0.0239463601532567,0.0506294471811713,0.1313628899835796,0.3106185002736727,"by grower, season",simulated,n/a,4
Spring,avg_daily_dose_method_3_outdoor,5000.0,7.660710372957841e-05,9.135825579353237e-05,0.0,0.0,9.366556134590995e-06,4.051411307176125e-05,0.0001091579817312,0.0002772030759626001,0.0006099998702932,"by grower, season, activity",simulated,Harvesting,1
Spring,avg_daily_dose_method_3_outdoor,5000.0,0.00022229609284558444,0.00042132987868711414,0.0,0.0,5.786277430984625e-05,0.00013922475193425,0.00024363906748755,0.00042562710475854004,0.0047265135149941,"by grower, season, activity",simulated,Preparing beds,1
Spring,avg_daily_dose_method_3_outdoor,5000.0,0.00011033380725841208,0.0001691287346265996,8.53202928948105e-07,7.261695134696683e-06,2.210146640043264e-05,5.5719788999125745e-05,0.00013705844445925,0.0003117151431880152,0.0016463119924879,"by grower, season, activity",simulated,Seeding,1
Spring,avg_daily_dose_method_3_outdoor,5000.0,0.0003652948086816056,0.000502054278404085,0.0,0.0,8.137610146424011e-05,0.00019363208990755,0.000462563108771025,0.0015199252444552263,0.0036869313679907,"by grower, season, activity",simulated,Transplanting,1
Spring,avg_daily_dose_method_3_outdoor,5000.0,0.00014052509265249607,0.0002509622675893733,0.0,9.062199591147092e-06,3.2711400714108426e-05,6.681251113441433e-05,0.000146064673562,0.00043249850572299014,0.002953987934671,"by grower, season, activity",simulated,Watering,1
Spring,avg_daily_dose_method_3_outdoor,5000.0,0.00043212527374520364,0.0005836890861312095,0.0,7.271674344280414e-06,0.000102485089114075,0.00022904048000315,0.0004973772954765001,0.0018269566879258801,0.0043780586593216,"by grower, season, activity",simulated,Weeding,1
Summer,avg_daily_dose_method_3_outdoor,5000.0,0.0001607105769235722,0.00017773408230014674,0.0,0.0,3.2792087795050933e-05,9.551240946276853e-05,0.00023610566584830002,0.000518974632948875,0.0014809593623371,"by grower, season, activity",simulated,Harvesting,2
Summer,avg_daily_dose_method_3_outdoor,5000.0,9.218423842616713e-05,0.0002027546963865064,0.0,0.0,0.0,4.053176561945684e-05,8.88061180890387e-05,0.00027484550921320005,0.00203987516454,"by grower, season, activity",simulated,Preparing beds,2
Summer,avg_daily_dose_method_3_outdoor,5000.0,3.519005767412274e-05,8.387807103712022e-05,0.0,0.0,0.0,1.1008743977914682e-05,2.767282484964036e-05,0.00011792110811129005,0.0009150315846137,"by grower, season, activity",simulated,Seeding,2
Summer,avg_daily_dose_method_3_outdoor,5000.0,0.00010312790023905914,0.00027875375422493014,0.0,0.0,0.0,1.616680511670314e-05,9.989018294346668e-05,0.00033303225802332003,0.002631486790227,"by grower, season, activity",simulated,Transplanting,2
Summer,avg_daily_dose_method_3_outdoor,5000.0,0.00010035807888403554,0.00013707410173884128,0.0,0.0,9.35924811858963e-06,5.449151267433649e-05,0.00014153212092490002,0.00034092965185419515,0.0011622476427316,"by grower, season, activity",simulated,Watering,2
Summer,avg_daily_dose_method_3_outdoor,5000.0,0.0003173832511434695,0.0003614572819026013,0.0,0.0,6.662095501424596e-05,0.00019874104735645,0.000420618021392825,0.0011277052246744998,0.0021417281397682,"by grower, season, activity",simulated,Weeding,2
Fall,avg_daily_dose_method_3_outdoor,5000.0,8.455598294735276e-05,0.00011736967180096267,2.7126624173485253e-07,1.2233540719315378e-06,1.2705943333084582e-05,3.669286430136109e-05,0.00011302389506667501,0.00033041794674844023,0.0010965622352728,"by grower, season, activity",simulated,Harvesting,3
Fall,avg_daily_dose_method_3_outdoor,5000.0,0.0001377752227384319,0.00024147533282660463,0.0,0.0,0.0,6.887739967388422e-05,0.000172018857765575,0.00042438068213911025,0.0021457780161055,"by grower, season, activity",simulated,Preparing beds,3
Fall,avg_daily_dose_method_3_outdoor,5000.0,3.670798280066474e-05,6.81215116110312e-05,0.0,0.0,0.0,9.21405121935887e-06,4.3661183014921815e-05,0.00015112891959390511,0.0006163329996233,"by grower, season, activity",simulated,Seeding,3
Fall,avg_daily_dose_method_3_outdoor,5000.0,5.531845586636851e-05,0.00013463561766648106,0.0,0.0,0.0,0.0,3.674998867790977e-05,0.0002558374062277201,0.0012885271784194,"by grower, season, activity",simulated,Transplanting,3
Fall,avg_daily_dose_method_3_outdoor,5000.0,3.828021658601791e-05,7.212444422023382e-05,0.0,0.0,0.0,6.042205724913874e-06,4.168407818464488e-05,0.0001942402364693451,0.0005638629367844,"by grower, season, activity",simulated,Watering,3
Fall,avg_daily_dose_method_3_outdoor,5000.0,0.00015011621912865296,0.00019831016344028194,0.0,0.0,0.0,5.448617803253978e-05,0.000222051909004725,0.0005894870560842251,0.0013930546136795,"by grower, season, activity",simulated,Weeding,3
Winter,avg_daily_dose_method_3_outdoor,5000.0,3.2957909973301195e-05,9.844593962948203e-05,0.0,0.0,0.0,2.3017485655950625e-06,1.5250889244274485e-05,0.00020345607417421514,0.0009763830193005,"by grower, season, activity",simulated,Harvesting,4
Winter,avg_daily_dose_method_3_outdoor,5000.0,4.905533990527429e-05,9.112085389081985e-05,0.0,0.0,0.0,0.0,7.384648189571362e-05,0.0002296996634073701,0.0006478852795629,"by grower, season, activity",simulated,Preparing beds,4
Winter,avg_daily_dose_method_3_outdoor,5000.0,1.7554457868152218e-05,3.724901413484774e-05,0.0,0.0,0.0,0.0,8.848490441244502e-06,0.0001041412164106151,0.0002895902232346,"by grower, season, activity",simulated,Seeding,4
Winter,avg_daily_dose_method_3_outdoor,5000.0,1.7171029206446718e-05,7.471718315701044e-05,0.0,0.0,0.0,0.0,0.0,7.250150028477918e-05,0.0006722052441007,"by grower, season, activity",simulated,Transplanting,4
Winter,avg_daily_dose_method_3_outdoor,5000.0,2.3154910694825475e-05,5.603043343779921e-05,0.0,0.0,0.0,0.0,1.3932246466222544e-05,0.00016260871292967502,0.0004046737586587,"by grower, season, activity",simulated,Watering,4
Winter,avg_daily_dose_method_3_outdoor,5000.0,5.941331852267546e-05,0.0001997281010974057,0.0,0.0,0.0,0.0,3.828960962286126e-05,0.00018095696424241513,0.0019587503211216,"by grower, season, activity",simulated,Weeding,4
